order_details_id,pizza_id,quantity,date,time,size,price,name,category,ingredients,Sales,Sales_day,Month
567,pepperoni_l,1,2015-01-10,0 days 12:27:47,L,15.25,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",15.25,Saturday,January
568,hawaiian_m,1,2015-01-10,0 days 12:28:53,M,13.25,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",13.25,Saturday,January
569,sicilian_m,1,2015-01-10,0 days 12:37:10,M,16.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",16.25,Saturday,January
570,spinach_supr_s,1,2015-01-10,0 days 13:13:59,S,12.5,The Spinach Supreme Pizza,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",12.5,Saturday,January
571,hawaiian_s,1,2015-01-10,0 days 13:14:47,S,10.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",10.5,Saturday,January
572,thai_ckn_l,1,2015-01-10,0 days 13:15:32,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",20.75,Saturday,January
573,bbq_ckn_l,1,2015-01-10,0 days 13:39:33,L,20.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",20.75,Saturday,January
574,calabrese_s,1,2015-01-10,0 days 13:40:54,S,12.25,The Calabrese Pizza,Supreme,"Nduja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",12.25,Saturday,January
575,four_cheese_m,1,2015-01-10,0 days 13:41:04,M,14.75,The Four Cheese Pizza,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",14.75,Saturday,January
576,mexicana_m,1,2015-01-10,0 days 13:44:22,M,16.0,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",16.0,Saturday,January
577,prsc_argla_m,1,2015-01-10,0 days 13:45:00,M,16.5,The Prosciutto and Arugula Pizza,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",16.5,Saturday,January
578,brie_carre_s,1,2015-01-10,0 days 13:48:49,S,23.65,The Brie Carre Pizza,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",23.65,Saturday,January
579,bbq_ckn_l,1,2015-01-10,0 days 13:51:19,L,20.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",20.75,Saturday,January
580,brie_carre_s,1,2015-01-10,0 days 13:56:01,S,23.65,The Brie Carre Pizza,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",23.65,Saturday,January
581,five_cheese_l,1,2015-01-10,0 days 14:13:01,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",18.5,Saturday,January
582,five_cheese_l,1,2015-01-10,0 days 14:24:14,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",18.5,Saturday,January
583,green_garden_m,1,2015-01-10,0 days 14:33:19,M,16.0,The Green Garden Pizza,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",16.0,Saturday,January
584,hawaiian_l,1,2015-01-10,0 days 15:05:29,L,16.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",16.5,Saturday,January
585,spinach_fet_m,1,2015-01-10,0 days 15:58:42,M,16.0,The Spinach and Feta Pizza,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",16.0,Saturday,January
586,pep_msh_pep_l,1,2015-01-10,0 days 16:09:57,L,17.5,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,"Pepperoni, Mushrooms, Green Peppers",17.5,Saturday,January
587,cali_ckn_l,1,2015-01-10,0 days 16:32:36,L,20.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",20.75,Saturday,January
588,ckn_alfredo_l,1,2015-01-10,0 days 16:33:36,L,20.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",20.75,Saturday,January
589,classic_dlx_m,1,2015-01-10,0 days 17:12:39,M,16.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",16.0,Saturday,January
590,pepperoni_l,1,2015-01-10,0 days 17:23:39,L,15.25,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",15.25,Saturday,January
591,five_cheese_l,1,2015-01-10,0 days 17:32:54,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",18.5,Saturday,January
592,the_greek_l,1,2015-01-10,0 days 17:41:55,L,20.5,The Greek Pizza,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",20.5,Saturday,January
593,brie_carre_s,1,2015-01-10,0 days 17:48:57,S,23.65,The Brie Carre Pizza,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",23.65,Saturday,January
594,cali_ckn_m,1,2015-01-10,0 days 17:50:19,M,16.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",16.75,Saturday,January
595,spin_pesto_l,1,2015-01-10,0 days 18:12:28,L,20.75,The Spinach Pesto Pizza,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",20.75,Saturday,January
596,mexicana_m,1,2015-01-10,0 days 18:24:07,M,16.0,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",16.0,Saturday,January
597,ckn_alfredo_m,1,2015-01-10,0 days 18:32:36,M,16.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",16.75,Saturday,January
598,mexicana_l,1,2015-01-10,0 days 18:34:14,L,20.25,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",20.25,Saturday,January
599,sicilian_m,1,2015-01-10,0 days 18:34:27,M,16.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",16.25,Saturday,January
600,spicy_ital_l,1,2015-01-10,0 days 18:53:52,L,20.75,The Spicy Italian Pizza,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",20.75,Saturday,January
601,peppr_salami_m,1,2015-01-10,0 days 18:58:19,M,16.5,The Pepper Salami Pizza,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",16.5,Saturday,January
602,four_cheese_l,1,2015-01-10,0 days 19:02:27,L,17.95,The Four Cheese Pizza,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",17.95,Saturday,January
603,mediterraneo_l,1,2015-01-10,0 days 19:03:11,L,20.25,The Mediterranean Pizza,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",20.25,Saturday,January
604,napolitana_s,1,2015-01-10,0 days 19:13:29,S,12.0,The Napolitana Pizza,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",12.0,Saturday,January
605,ital_supr_l,1,2015-01-10,0 days 19:23:51,L,20.75,The Italian Supreme Pizza,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",20.75,Saturday,January
606,pepperoni_s,1,2015-01-10,0 days 19:27:18,S,9.75,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",9.75,Saturday,January
607,ckn_alfredo_m,1,2015-01-10,0 days 19:36:16,M,16.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",16.75,Saturday,January
608,southw_ckn_l,1,2015-01-10,0 days 19:36:33,L,20.75,The Southwest Chicken Pizza,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",20.75,Saturday,January
609,spin_pesto_l,1,2015-01-10,0 days 19:39:32,L,20.75,The Spinach Pesto Pizza,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",20.75,Saturday,January
610,thai_ckn_l,1,2015-01-10,0 days 19:51:02,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",20.75,Saturday,January
611,big_meat_s,1,2015-01-10,0 days 19:58:10,S,12.0,The Big Meat Pizza,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",12.0,Saturday,January
612,cali_ckn_m,2,2015-01-10,0 days 19:58:15,M,16.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",33.5,Saturday,January
613,ckn_alfredo_m,2,2015-01-10,0 days 20:10:44,M,16.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",33.5,Saturday,January
614,ckn_pesto_l,2,2015-01-10,0 days 20:12:33,L,20.75,The Chicken Pesto Pizza,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",41.5,Saturday,January
615,classic_dlx_m,1,2015-01-10,0 days 20:14:03,M,16.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",16.0,Saturday,January
616,ital_supr_m,1,2015-01-10,0 days 20:20:10,M,16.5,The Italian Supreme Pizza,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",16.5,Saturday,January
617,sicilian_s,1,2015-01-10,0 days 20:27:26,S,12.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",12.25,Saturday,January
618,soppressata_m,1,2015-01-10,0 days 20:31:14,M,16.5,The Soppressata Pizza,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",16.5,Saturday,January
619,southw_ckn_m,1,2015-01-10,0 days 20:41:58,M,16.75,The Southwest Chicken Pizza,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",16.75,Saturday,January
620,the_greek_s,1,2015-01-10,0 days 20:45:45,S,12.0,The Greek Pizza,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",12.0,Saturday,January
621,ital_supr_m,1,2015-01-10,0 days 20:49:29,M,16.5,The Italian Supreme Pizza,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",16.5,Saturday,January
622,soppressata_s,1,2015-01-10,0 days 20:57:41,S,12.5,The Soppressata Pizza,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",12.5,Saturday,January
623,four_cheese_l,1,2015-01-10,0 days 21:21:21,L,17.95,The Four Cheese Pizza,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",17.95,Saturday,January
624,thai_ckn_l,1,2015-01-10,0 days 21:22:44,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",20.75,Saturday,January
625,classic_dlx_l,1,2015-01-10,0 days 21:50:23,L,20.5,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",20.5,Saturday,January
626,five_cheese_l,1,2015-01-10,0 days 21:55:12,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",18.5,Saturday,January
627,pepperoni_s,1,2015-01-10,0 days 22:18:35,S,9.75,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",9.75,Saturday,January
628,sicilian_m,1,2015-01-10,0 days 22:47:17,M,16.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",16.25,Saturday,January
629,five_cheese_l,1,2015-01-10,0 days 22:48:39,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",18.5,Saturday,January
630,spicy_ital_l,1,2015-01-11,0 days 11:42:08,L,20.75,The Spicy Italian Pizza,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",20.75,Sunday,January
631,four_cheese_m,1,2015-01-11,0 days 11:44:36,M,14.75,The Four Cheese Pizza,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",14.75,Sunday,January
632,ital_veggie_m,1,2015-01-11,0 days 11:44:52,M,16.75,The Italian Vegetables Pizza,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",16.75,Sunday,January
633,southw_ckn_l,1,2015-01-11,0 days 11:51:45,L,20.75,The Southwest Chicken Pizza,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",20.75,Sunday,January
634,cali_ckn_m,1,2015-01-11,0 days 12:14:15,M,16.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",16.75,Sunday,January
635,ckn_alfredo_m,1,2015-01-11,0 days 12:18:31,M,16.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",16.75,Sunday,January
636,prsc_argla_m,1,2015-01-11,0 days 12:34:44,M,16.5,The Prosciutto and Arugula Pizza,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",16.5,Sunday,January
637,veggie_veg_m,1,2015-01-11,0 days 12:44:10,M,16.0,The Vegetables + Vegetables Pizza,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",16.0,Sunday,January
638,sicilian_s,1,2015-01-11,0 days 12:49:26,S,12.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",12.25,Sunday,January
639,classic_dlx_s,1,2015-01-11,0 days 13:23:21,S,12.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",12.0,Sunday,January
640,five_cheese_l,1,2015-01-11,0 days 13:28:08,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",18.5,Sunday,January
641,peppr_salami_l,1,2015-01-11,0 days 13:37:46,L,20.75,The Pepper Salami Pizza,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",20.75,Sunday,January
642,spin_pesto_l,1,2015-01-11,0 days 13:40:00,L,20.75,The Spinach Pesto Pizza,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",20.75,Sunday,January
643,napolitana_m,1,2015-01-11,0 days 13:43:19,M,16.0,The Napolitana Pizza,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",16.0,Sunday,January
644,four_cheese_m,1,2015-01-11,0 days 13:52:52,M,14.75,The Four Cheese Pizza,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",14.75,Sunday,January
645,hawaiian_s,1,2015-01-11,0 days 14:03:45,S,10.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",10.5,Sunday,January
646,napolitana_m,1,2015-01-11,0 days 14:07:26,M,16.0,The Napolitana Pizza,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",16.0,Sunday,January
647,prsc_argla_l,1,2015-01-11,0 days 14:07:35,L,20.75,The Prosciutto and Arugula Pizza,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",20.75,Sunday,January
648,ital_supr_m,1,2015-01-11,0 days 14:17:17,M,16.5,The Italian Supreme Pizza,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",16.5,Sunday,January
649,peppr_salami_l,1,2015-01-11,0 days 14:29:23,L,20.75,The Pepper Salami Pizza,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",20.75,Sunday,January
650,ital_supr_m,1,2015-01-11,0 days 14:34:05,M,16.5,The Italian Supreme Pizza,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",16.5,Sunday,January
651,pep_msh_pep_m,1,2015-01-11,0 days 14:49:35,M,14.5,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,"Pepperoni, Mushrooms, Green Peppers",14.5,Sunday,January
652,pepperoni_m,1,2015-01-11,0 days 16:03:38,M,12.5,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",12.5,Sunday,January
653,sicilian_s,1,2015-01-11,0 days 16:18:23,S,12.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",12.25,Sunday,January
654,brie_carre_s,1,2015-01-11,0 days 16:34:07,S,23.65,The Brie Carre Pizza,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",23.65,Sunday,January
655,prsc_argla_l,1,2015-01-11,0 days 16:43:33,L,20.75,The Prosciutto and Arugula Pizza,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",20.75,Sunday,January
656,spinach_supr_l,1,2015-01-11,0 days 16:44:49,L,20.75,The Spinach Supreme Pizza,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",20.75,Sunday,January
657,five_cheese_l,1,2015-01-11,0 days 16:45:47,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",18.5,Sunday,January
658,classic_dlx_s,1,2015-01-11,0 days 16:55:24,S,12.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",12.0,Sunday,January
659,veggie_veg_m,1,2015-01-11,0 days 16:56:39,M,16.0,The Vegetables + Vegetables Pizza,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",16.0,Sunday,January
660,bbq_ckn_l,1,2015-01-11,0 days 17:09:36,L,20.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",20.75,Sunday,January
661,ckn_alfredo_m,2,2015-01-11,0 days 17:18:14,M,16.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",33.5,Sunday,January
662,four_cheese_m,1,2015-01-11,0 days 17:21:49,M,14.75,The Four Cheese Pizza,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",14.75,Sunday,January
663,spin_pesto_m,1,2015-01-11,0 days 17:29:14,M,16.5,The Spinach Pesto Pizza,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",16.5,Sunday,January
664,spinach_fet_l,1,2015-01-11,0 days 17:35:14,L,20.25,The Spinach and Feta Pizza,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",20.25,Sunday,January
665,classic_dlx_s,1,2015-01-11,0 days 17:42:23,S,12.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",12.0,Sunday,January
666,ital_veggie_s,1,2015-01-11,0 days 17:42:25,S,12.75,The Italian Vegetables Pizza,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",12.75,Sunday,January
667,bbq_ckn_m,1,2015-01-11,0 days 18:13:08,M,16.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",16.75,Sunday,January
668,ital_supr_l,1,2015-01-11,0 days 18:13:12,L,20.75,The Italian Supreme Pizza,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",20.75,Sunday,January
669,thai_ckn_l,1,2015-01-11,0 days 18:40:44,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",20.75,Sunday,January
670,cali_ckn_m,1,2015-01-11,0 days 18:46:25,M,16.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",16.75,Sunday,January
671,green_garden_s,1,2015-01-11,0 days 19:18:42,S,12.0,The Green Garden Pizza,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",12.0,Sunday,January
672,ital_cpcllo_s,1,2015-01-11,0 days 19:18:46,S,12.0,The Italian Capocollo Pizza,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",12.0,Sunday,January
673,thai_ckn_m,1,2015-01-11,0 days 19:28:13,M,16.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",16.75,Sunday,January
674,southw_ckn_m,1,2015-01-11,0 days 19:33:05,M,16.75,The Southwest Chicken Pizza,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",16.75,Sunday,January
675,cali_ckn_m,1,2015-01-11,0 days 19:33:19,M,16.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",16.75,Sunday,January
676,cali_ckn_s,1,2015-01-11,0 days 19:44:57,S,12.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",12.75,Sunday,January
677,ckn_alfredo_m,1,2015-01-11,0 days 19:51:09,M,16.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",16.75,Sunday,January
678,classic_dlx_s,1,2015-01-11,0 days 19:52:49,S,12.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",12.0,Sunday,January
679,classic_dlx_s,1,2015-01-11,0 days 20:31:02,S,12.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",12.0,Sunday,January
680,spinach_fet_m,1,2015-01-11,0 days 21:07:30,M,16.0,The Spinach and Feta Pizza,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",16.0,Sunday,January
681,big_meat_s,1,2015-01-11,0 days 21:29:50,S,12.0,The Big Meat Pizza,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",12.0,Sunday,January
682,ital_cpcllo_s,1,2015-01-12,0 days 11:38:15,S,12.0,The Italian Capocollo Pizza,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",12.0,Monday,January
683,ital_veggie_s,1,2015-01-12,0 days 11:39:08,S,12.75,The Italian Vegetables Pizza,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",12.75,Monday,January
684,spinach_supr_s,1,2015-01-12,0 days 12:01:23,S,12.5,The Spinach Supreme Pizza,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",12.5,Monday,January
685,napolitana_l,1,2015-01-12,0 days 12:11:46,L,20.5,The Napolitana Pizza,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",20.5,Monday,January
686,peppr_salami_l,1,2015-01-12,0 days 12:13:07,L,20.75,The Pepper Salami Pizza,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",20.75,Monday,January
687,big_meat_s,1,2015-01-12,0 days 12:21:09,S,12.0,The Big Meat Pizza,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",12.0,Monday,January
688,ital_cpcllo_m,1,2015-01-12,0 days 12:26:41,M,16.0,The Italian Capocollo Pizza,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",16.0,Monday,January
689,pepperoni_s,1,2015-01-12,0 days 12:33:22,S,9.75,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",9.75,Monday,January
690,hawaiian_s,1,2015-01-12,0 days 12:42:10,S,10.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",10.5,Monday,January
691,mexicana_l,1,2015-01-12,0 days 12:45:53,L,20.25,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",20.25,Monday,January
692,pepperoni_l,1,2015-01-12,0 days 12:53:37,L,15.25,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",15.25,Monday,January
693,sicilian_s,1,2015-01-12,0 days 13:04:24,S,12.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",12.25,Monday,January
694,spicy_ital_m,1,2015-01-12,0 days 13:30:47,M,16.5,The Spicy Italian Pizza,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",16.5,Monday,January
695,big_meat_s,1,2015-01-12,0 days 13:33:06,S,12.0,The Big Meat Pizza,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",12.0,Monday,January
696,hawaiian_s,1,2015-01-12,0 days 13:49:40,S,10.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",10.5,Monday,January
697,napolitana_m,1,2015-01-12,0 days 13:58:56,M,16.0,The Napolitana Pizza,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",16.0,Monday,January
